1677714135.000000, IBI
34.640625,1.015625
35.578125,0.937500
36.453125,0.875000
37.359375,0.906250
38.265625,0.906250
39.171875,0.906250
40.078125,0.906250
41.015625,0.937500
41.984375,0.968750
42.906250,0.921875
43.843750,0.937500
44.796875,0.953125
45.781250,0.984375
46.765625,0.984375
63.406250,0.812500
64.187500,0.781250
65.015625,0.828125
65.921875,0.906250
66.843750,0.921875
67.812500,0.968750
78.765625,0.921875
79.703125,0.937500
80.671875,0.968750
81.593750,0.921875
82.531250,0.937500
83.406250,0.875000
87.921875,0.890625
88.625000,0.703125
93.953125,0.812500
94.828125,0.875000
95.718750,0.890625
96.609375,0.890625
97.421875,0.812500
98.296875,0.875000
99.171875,0.875000
99.984375,0.812500
100.828125,0.843750
101.718750,0.890625
102.562500,0.843750
103.500000,0.937500
104.375000,0.875000
105.265625,0.890625
106.140625,0.875000
107.015625,0.875000
107.906250,0.890625
108.734375,0.828125
109.640625,0.906250
110.531250,0.890625
111.390625,0.859375
112.265625,0.875000
113.203125,0.937500
114.062500,0.859375
114.921875,0.859375
115.828125,0.906250
116.734375,0.906250
117.625000,0.890625
118.468750,0.843750
119.343750,0.875000
120.203125,0.859375
121.328125,1.125000
122.546875,1.218750
126.625000,0.890625
127.500000,0.875000
128.312500,0.812500
129.187500,0.875000
130.031250,0.843750
130.906250,0.875000
131.750000,0.843750
132.781250,1.031250
137.078125,0.937500
138.031250,0.953125
138.953125,0.921875
139.875000,0.921875
140.781250,0.906250
141.625000,0.843750
142.468750,0.843750
143.328125,0.859375
144.187500,0.859375
144.968750,0.781250
145.781250,0.812500
146.656250,0.875000
147.593750,0.937500
148.468750,0.875000
149.250000,0.781250
150.046875,0.796875
150.812500,0.765625
151.703125,0.890625
152.593750,0.890625
153.484375,0.890625
160.609375,0.890625
161.500000,0.890625
162.359375,0.859375
172.796875,0.953125
173.718750,0.921875
174.625000,0.906250
175.515625,0.890625
182.718750,0.968750
190.656250,0.859375
191.515625,0.859375
192.312500,0.796875
193.156250,0.843750
194.031250,0.875000
194.921875,0.890625
195.781250,0.859375
196.609375,0.828125
197.500000,0.890625
198.375000,0.875000
199.234375,0.859375
200.078125,0.843750
200.953125,0.875000
201.781250,0.828125
202.609375,0.828125
203.437500,0.828125
208.750000,0.906250
209.531250,0.781250
220.343750,0.890625
221.203125,0.859375
222.125000,0.921875
223.046875,0.921875
223.906250,0.859375
224.781250,0.875000
225.656250,0.875000
226.390625,0.734375
231.640625,0.828125
232.468750,0.828125
233.296875,0.828125
234.171875,0.875000
235.062500,0.890625
235.906250,0.843750
242.578125,0.859375
243.453125,0.875000
244.312500,0.859375
245.156250,0.843750
246.031250,0.875000
246.906250,0.875000
247.781250,0.875000
248.625000,0.843750
249.453125,0.828125
250.281250,0.828125
270.015625,0.843750
270.859375,0.843750
271.687500,0.828125
272.531250,0.843750
273.343750,0.812500
278.062500,0.843750
278.875000,0.812500
279.593750,0.718750
280.375000,0.781250
280.984375,0.609375
286.796875,0.843750
287.640625,0.843750
288.546875,0.906250
289.484375,0.937500
290.390625,0.906250
298.000000,0.828125
298.937500,0.937500
299.734375,0.796875
300.515625,0.781250
301.343750,0.828125
302.203125,0.859375
303.109375,0.906250
303.828125,0.718750
304.765625,0.937500
310.828125,0.812500
311.656250,0.828125
312.484375,0.828125
319.078125,0.843750
319.968750,0.890625
320.859375,0.890625
