1676916053.000000, 1676916053.000000, 1676916053.000000
32.000000, 32.000000, 32.000000
-11,-3,62
-12,-3,64
-10,-2,61
-6,-1,61
-9,-1,61
1,-1,64
2,-1,64
-9,-3,62
-9,0,62
-15,-2,61
-13,-2,62
-10,-2,62
-8,-2,62
-7,-2,63
-10,-2,62
-9,-2,62
-8,-2,63
-8,-2,62
-10,-2,62
-9,-2,62
-8,-2,63
-9,-2,62
-10,-2,62
-9,-2,62
-8,-2,62
-9,-2,62
-9,-2,62
-9,-2,62
-9,-2,62
-9,-2,62
-9,-2,62
-10,-2,62
-10,-2,62
-9,-2,62
-9,-2,62
-12,-3,60
-11,-3,62
-12,-3,62
-11,-2,62
-11,-2,62
-11,-2,62
-12,-2,62
-12,-2,62
-10,-2,62
-10,-2,62
-11,-2,62
-12,-2,62
-12,-3,62
-12,-2,62
-12,-2,61
-11,-2,62
-11,-3,62
-11,-2,62
-10,-2,62
-10,-2,62
-9,-2,62
-9,-2,62
-11,-2,62
-11,-2,62
-11,-2,62
-10,-2,62
-9,-2,63
-8,-3,62
-8,-3,62
-8,-3,63
-7,-2,63
-9,-3,62
-9,-2,62
-9,-2,63
-9,-3,62
-10,-3,62
-7,-2,62
-6,-3,63
-7,-3,63
-7,-3,63
-7,-2,62
-12,-3,61
-10,-3,62
-8,-4,63
-12,-4,61
-10,-3,62
-8,-3,62
-10,-2,62
-12,-3,62
-12,-3,62
-11,-3,62
-11,-3,62
-12,-3,62
-13,-3,62
-12,-3,62
-11,-3,62
-10,-3,62
-11,-3,62
-11,-3,62
-12,-3,62
-13,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-11,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-13,-3,61
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,61
-12,-3,62
-12,-3,62
-12,-3,62
-12,-2,62
-12,-3,62
-12,-3,61
-12,-3,62
-12,-3,62
-12,-3,62
-13,-3,62
-12,-3,62
-13,-2,62
-13,-3,61
-12,-3,62
-12,-3,62
-12,-3,62
-12,-2,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-2,62
-13,-3,62
-12,-2,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-13,-3,62
-12,-3,62
-12,-3,62
-13,-2,62
-13,-3,62
-12,-3,62
-12,-3,62
-12,-2,62
-13,-2,62
-13,-3,62
-13,-3,62
-13,-3,61
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,62
-12,-3,62
-12,-3,62
-13,-3,61
-13,-3,62
-13,-3,61
-13,-3,61
-13,-3,62
-13,-3,61
-13,-3,61
-13,-3,62
-12,-3,61
-12,-3,61
-13,-3,62
-13,-3,62
-13,-3,62
-12,-3,62
-13,-3,61
-13,-3,61
-13,-3,62
-13,-3,62
-13,-3,61
-13,-3,62
-12,-3,61
-13,-3,62
-13,-3,61
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,61
-13,-3,61
-12,-3,62
-13,-3,62
-13,-3,62
-12,-3,61
-13,-3,61
-13,-3,62
-13,-2,61
-13,-3,61
-13,-3,61
-12,-3,62
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,61
-13,-3,62
-13,-3,62
-13,-2,61
-12,-2,61
-13,-3,61
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,62
-12,-2,62
-13,-3,62
-13,-3,61
-13,-2,62
-13,-3,62
-12,-3,62
-13,-3,62
-13,-2,62
-13,-2,62
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,61
-13,-2,62
-13,-3,62
-13,-3,62
-13,-2,62
-13,-3,62
-13,-2,61
-13,-3,61
-13,-3,61
-12,-3,62
-13,-3,61
-13,-3,62
-13,-3,62
-13,-3,62
-12,-3,62
-12,-3,62
-13,-3,61
-13,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-13,-3,62
-12,-3,62
-13,-3,62
-13,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,61
-12,-3,62
-12,-3,62
-13,-3,62
-12,-3,62
-12,-3,62
-13,-3,62
-12,-3,62
-12,-3,61
-12,-3,62
-12,-3,62
-12,-3,62
-13,-3,62
-12,-3,61
-13,-3,62
-13,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-12,-3,62
-13,-3,61
-13,-3,62
-13,-3,62
-13,-3,61
-13,-3,62
-13,-3,62
-13,-3,61
-12,-3,62
-13,-3,61
-13,-3,61
-13,-3,62
-13,-3,61
-14,-3,61
-13,-3,62
-13,-3,61
-13,-3,61
-13,-3,61
-13,-3,61
-13,-3,61
-13,-3,61
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,62
-14,-3,61
-13,-3,62
-13,-3,62
-13,-2,61
-13,-3,61
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,61
-13,-3,61
-14,-2,61
-13,-3,62
-13,-3,62
-13,-2,61
-14,-3,62
-13,-3,61
-13,-3,62
-13,-3,61
-13,-3,62
-13,-3,62
-14,-3,61
-13,-3,62
-13,-3,62
-13,-3,61
-13,-3,62
-12,-3,62
-13,-3,61
-12,-3,62
-13,-3,62
-13,-3,61
-12,-3,62
-13,-3,62
-13,-3,62
-12,-2,62
-12,-2,62
-13,-3,62
-12,-3,62
-12,-3,62
-13,-3,61
-13,-3,62
-13,-3,61
-13,-3,62
-13,-3,62
-13,-3,62
-13,-2,61
-14,-3,61
-14,-3,61
-14,-3,61
-13,-3,62
-13,-3,61
-14,-3,61
-13,-3,61
-13,-3,62
-14,-3,61
-14,-3,61
-13,-3,62
-14,-3,61
-14,-2,61
-14,-3,61
-13,-3,62
-14,-3,61
-14,-3,61
-14,-3,61
-14,-3,61
-14,-2,62
-14,-2,61
-14,-2,61
-13,-3,62
-13,-2,61
-14,-2,62
-14,-2,61
-13,-3,62
-13,-3,62
-13,-3,62
-14,-3,61
-14,-2,61
-14,-2,61
-14,-2,61
-14,-2,61
-14,-3,61
-14,-2,62
-14,-2,61
-14,-2,61
-13,-2,62
-14,-2,61
-14,-3,61
-13,-3,61
-13,-3,61
-14,-3,61
-13,-2,61
-13,-2,62
-13,-3,62
-13,-2,61
-13,-3,62
-13,-3,62
-13,-2,62
-13,-3,62
-13,-3,62
-13,-2,61
-12,-2,62
-12,-2,62
-13,-3,61
-12,-3,62
-12,-2,62
-13,-3,61
-13,-3,61
-13,-2,61
-13,-2,61
-13,-3,62
-12,-2,62
-13,-3,62
-13,-3,61
-13,-2,61
-13,-2,61
-13,-3,62
-13,-2,62
-13,-2,62
-13,-2,62
-13,-2,62
-13,-2,62
-12,-2,62
-13,-3,61
-13,-2,61
-13,-3,62
-12,-2,62
-13,-2,62
-13,-2,62
-12,-2,62
-13,-2,62
-12,-2,62
-13,-3,62
-12,-2,61
-12,-3,62
-13,-3,61
-13,-2,62
-13,-2,62
-13,-3,62
-13,-2,62
-13,-3,61
-13,-3,61
-13,-2,62
-13,-3,61
-13,-2,62
-13,-3,62
-14,-2,61
-13,-3,62
-13,-3,62
-13,-2,62
-14,-2,61
-13,-3,62
-14,-3,61
-13,-2,62
-13,-2,62
-14,-3,61
-13,-3,62
-13,-2,62
-14,-2,61
-14,-2,61
-13,-2,61
-13,-2,61
-13,-2,62
-13,-2,62
-13,-3,62
-13,-2,61
-13,-3,62
-13,-2,62
-13,-3,61
-13,-3,62
-13,-3,61
-13,-3,61
-13,-3,61
-13,-3,62
-13,-3,62
-13,-3,62
-13,-3,61
-13,-3,62
-13,-3,62
-13,-2,62
-13,-3,61
-13,-3,62
-13,-3,61
-13,-3,62
-13,-2,61
-13,-2,61
-13,-3,61
-13,-3,61
-13,-2,62
-12,-3,62
-13,-3,61
-13,-2,62
-13,-2,62
-13,-3,62
-13,-3,62
-14,-2,62
-13,-3,61
-13,-3,62
-13,-2,61
-13,-2,62
-13,-3,62
-13,-3,62
-13,-2,62
-13,-2,62
-13,-3,62
-13,-2,62
-13,-2,62
-13,-3,62
-13,-2,62
-13,-3,61
-13,-2,62
-13,-3,61
-13,-3,61
-13,-3,62
-14,-2,61
-13,-2,61
-13,-2,62
-13,-2,62
-13,-3,61
-13,-2,61
-13,-2,61
-13,-2,62
-13,-3,62
-13,-3,61
-13,-3,62
-13,-3,61
-13,-3,62
-13,-3,61
-13,-3,61
-13,-3,61
-14,-3,61
-13,-2,61
-14,-3,61
-14,-2,61
-13,-3,61
-14,-3,61
-14,-3,61
-13,-3,61
-14,-3,62
-14,-3,61
-14,-2,61
-14,-3,61
-13,-3,62
-13,-3,62
-14,-2,61
-14,-3,61
-14,-3,61
-14,-3,61
-13,-3,62
-14,-3,61
-14,-3,62
-14,-3,62
-14,-3,61
-14,-2,61
-14,-2,61
-14,-3,61
-14,-3,61
-13,-3,62
-13,-2,62
-14,-3,61
-13,-2,61
-13,-3,61
-14,-2,61
-14,-2,61
-14,-2,61
-14,-3,61
-13,-2,62
-13,-3,62
-13,-2,62
-14,-2,61
-14,-2,61
-13,-2,61
-14,-2,61
-14,-2,61
-14,-3,61
-14,-3,61
-13,-3,61
-13,-2,62
-14,-2,61
-14,-2,61
-13,-3,61
-14,-3,61
-13,-2,61
-13,-3,62
-14,-3,61
-14,-2,61
-13,-3,62
-13,-3,62
-14,-3,62
-13,-3,61
-13,-3,62
-14,-3,61
-13,-2,62
-13,-2,62
-13,-2,61
-13,-3,61
-14,-3,61
-13,-3,61
-13,-3,61
-14,-3,61
-14,-3,62
-13,-2,62
-13,-2,62
-13,-3,61
-13,-3,62
-13,-3,62
-13,-2,61
-13,-3,62
-13,-3,62
-13,-3,61
-13,-2,62
-13,-2,61
-13,-2,61
-13,-2,61
-13,-2,62
-13,-3,62
-14,-3,61
-13,-2,61
-13,-2,61
-14,-2,61
-13,-3,62
-13,-2,62
-13,-2,62
-13,-3,62
-13,-2,62
-13,-2,62
-13,-2,61
-13,-2,61
-13,-3,61
-13,-2,62
-13,-2,61
-13,-2,61
-13,-2,61
-13,-2,61
-13,-3,62
-13,-3,62
-13,-2,62
-14,-3,61
-13,-2,62
-13,-3,62
-14,-2,61
-13,-2,61
-13,-3,61
-14,-2,62
-14,-2,61
-13,-3,62
-13,-2,61
-13,-3,61
-13,-3,62
-13,-3,61
-13,-2,61
-13,-2,61
-13,-2,62
-14,-2,61
-13,-2,62
-13,-3,62
-13,-3,61
-13,-2,61
-14,-2,62
-13,-2,61
-11,-2,62
-13,-4,62
-13,-3,61
-12,-4,62
-11,-3,62
-14,-3,61
-12,-2,62
-13,-2,62
-14,-3,61
-13,-3,62
-13,-3,62
-13,-3,61
-13,-3,62
-14,-3,62
-13,-3,62
-13,-3,61
-14,-3,61
-12,-3,61
-13,-3,62
-15,-3,61
-12,-3,62
-12,-3,62
-15,-3,61
-14,-3,61
-13,-3,61
-13,-3,62
-14,-3,61
-13,-3,62
-13,-3,62
-14,-3,61
-13,-3,61
-14,-3,61
-15,-3,61
-15,-3,61
-14,-3,61
-14,-2,62
